public_id,category_slug,target_count,body,synonyms,hint_seeds_ru,frame_hint_ru,complexity,primary_class,playlist_slugs,onboarding_safe,team_safe
qtx-0970,meta,5,"5 вопросов, которые ребёнок задал бы телу.","Назови 5 вопросов, которые ребёнок задал бы телу. | Вспомни, 5 вопросов, которые ребёнок задал бы телу.",задано на бегу | с упрёком | с любовью,"Заметь форму вопроса не меньше, чем его содержание.",advanced,meta_generative,meta_questions,false,false
qtx-0971,meta,5,"5 вопросов, которые лучше не задавать сейчас — и чем их заменить.","Назови 5 вопросов, которые лучше не задавать сейчас — и чем их заменить. | Вспомни, 5 вопросов, которые лучше не задавать сейчас — и чем их заменить.",задано слишком рано | с упрёком | с любовью,"Заметь форму вопроса не меньше, чем его содержание.",developmental,evaluative,meta_questions,false,false
qtx-0972,meta,5,"5 вопросов, которые становятся другими, если задать их себе ночью.","Назови 5 вопросов, которые становятся другими, если задать их себе ночью. | Вспомни, 5 вопросов, которые становятся другими, если задать их себе ночью.",с любовью | с упрёком | задано на бегу,"Заметь форму вопроса не меньше, чем его содержание.",advanced,analytical,meta_questions,false,false
qtx-0973,meta,5,"5 ощущений, по которым я узнаю, что вопрос «работает» во мне.","Назови 5 ощущений, по которым я узнаю, что вопрос «работает» во мне. | Вспомни, 5 ощущений, по которым я узнаю, что вопрос «работает» во мне.",задано на бегу | с упрёком | задано слишком рано,"Заметь форму вопроса не меньше, чем его содержание.",advanced,evaluative,meta_questions,false,false
qtx-0974,meta,3,"3 ловушек о вопросах, которые редко задают.","Назови 3 ловушек о вопросах, которые редко задают. | Вспомни, 3 ловушек о вопросах, которые редко задают.",с любовью | задано слишком рано | задано на бегу,"Заметь форму вопроса не меньше, чем его содержание.",advanced,meta_generative,meta_questions,false,false
qtx-0975,meta,5,"5 вопросов, которые становятся другими, если задать их себе утром.","Назови 5 вопросов, которые становятся другими, если задать их себе утром. | Вспомни, 5 вопросов, которые становятся другими, если задать их себе утром.",с упрёком | задано слишком рано | с любовью,"Заметь форму вопроса не меньше, чем его содержание.",advanced,analytical,meta_questions,false,false
qtx-0976,meta,5,"5 вопросов, которые меняют человека, который их задаёт.","Назови 5 вопросов, которые меняют человека, который их задаёт. | Вспомни, 5 вопросов, которые меняют человека, который их задаёт.",задано слишком рано | с любовью | задано на бегу,"Заметь форму вопроса не меньше, чем его содержание.",advanced,meta_generative,meta_questions,false,false
qtx-0977,meta,7,"7 вопросов, которые ребёнок задал бы учителю.","Назови 7 вопросов, которые ребёнок задал бы учителю. | Вспомни, 7 вопросов, которые ребёнок задал бы учителю.",с упрёком | задано слишком рано | с любовью,"Заметь форму вопроса не меньше, чем его содержание.",advanced,meta_generative,meta_questions,false,false
qtx-0978,meta,3,"3 вопросов, которые становятся другими, если задать их молча.","Назови 3 вопросов, которые становятся другими, если задать их молча. | Вспомни, 3 вопросов, которые становятся другими, если задать их молча.",с любовью | с упрёком | задано на бегу,"Заметь форму вопроса не меньше, чем его содержание.",advanced,analytical,meta_questions,false,false
qtx-0979,meta,3,"Назови 3 типов вопросов по тому, какой ответ они допускают.","Назови назови 3 типов вопросов по тому, какой ответ они допускают. | Вспомни, назови 3 типов вопросов по тому, какой ответ они допускают.",задано на бегу | задано слишком рано | с любовью,"Заметь форму вопроса не меньше, чем его содержание.",developmental,classifying,meta_questions,false,false
qtx-0980,meta,3,3 способов переформулировать «кто виноват» в «что это даёт».,"Назови 3 способов переформулировать «кто виноват» в «что это даёт». | Вспомни, 3 способов переформулировать «кто виноват» в «что это даёт».",задано на бегу | с упрёком | с любовью,"Заметь форму вопроса не меньше, чем его содержание.",developmental,generative,meta_questions,false,false
qtx-0981,meta,5,5 способов переформулировать «почему» в «что».,"Назови 5 способов переформулировать «почему» в «что». | Вспомни, 5 способов переформулировать «почему» в «что».",задано на бегу | с упрёком | с любовью,"Заметь форму вопроса не меньше, чем его содержание.",developmental,generative,meta_questions,false,false
qtx-0982,meta,3,3 способов переформулировать «почему» в «что это даёт».,"Назови 3 способов переформулировать «почему» в «что это даёт». | Вспомни, 3 способов переформулировать «почему» в «что это даёт».",с упрёком | задано слишком рано | с любовью,"Заметь форму вопроса не меньше, чем его содержание.",developmental,generative,meta_questions,false,false
qtx-0983,meta,5,"5 вопросов, у которых короткий ответ — это уход от вопроса.","Назови 5 вопросов, у которых короткий ответ — это уход от вопроса. | Вспомни, 5 вопросов, у которых короткий ответ — это уход от вопроса.",задано слишком рано | с упрёком | с любовью,"Заметь форму вопроса не меньше, чем его содержание.",advanced,evaluative,meta_questions,false,false
qtx-0984,meta,7,7 способов переформулировать «кто виноват» в «что делать».,"Назови 7 способов переформулировать «кто виноват» в «что делать». | Вспомни, 7 способов переформулировать «кто виноват» в «что делать».",с упрёком | задано слишком рано | с любовью,"Заметь форму вопроса не меньше, чем его содержание.",developmental,generative,meta_questions,false,false
qtx-0985,meta,3,"3 вопросов, у которых длинный ответ — это уход от вопроса.","Назови 3 вопросов, у которых длинный ответ — это уход от вопроса. | Вспомни, 3 вопросов, у которых длинный ответ — это уход от вопроса.",с любовью | с упрёком | задано слишком рано,"Заметь форму вопроса не меньше, чем его содержание.",advanced,evaluative,meta_questions,false,false
qtx-0986,meta,7,7 способов переформулировать «сколько это стоит» в «чему это служит».,"Назови 7 способов переформулировать «сколько это стоит» в «чему это служит». | Вспомни, 7 способов переформулировать «сколько это стоит» в «чему это служит».",задано на бегу | задано слишком рано | с упрёком,"Заметь форму вопроса не меньше, чем его содержание.",developmental,generative,meta_questions,false,false
qtx-0987,meta,5,"5 критериев о вопросах, которые редко задают.","Назови 5 критериев о вопросах, которые редко задают. | Вспомни, 5 критериев о вопросах, которые редко задают.",задано слишком рано | с упрёком | задано на бегу,"Заметь форму вопроса не меньше, чем его содержание.",advanced,meta_generative,meta_questions,false,false
qtx-0988,meta,3,"3 способов задать вопрос так, чтобы услышать чувство, а не мнение.","Назови 3 способов задать вопрос так, чтобы услышать чувство, а не мнение. | Вспомни, 3 способов задать вопрос так, чтобы услышать чувство, а не мнение.",задано слишком рано | с любовью | с упрёком,"Заметь форму вопроса не меньше, чем его содержание.",advanced,generative,meta_questions,false,false
qtx-0989,meta,7,"7 вопросов, которые ребёнок задал бы правилу.","Назови 7 вопросов, которые ребёнок задал бы правилу. | Вспомни, 7 вопросов, которые ребёнок задал бы правилу.",с упрёком | с любовью | задано на бегу,"Заметь форму вопроса не меньше, чем его содержание.",advanced,meta_generative,meta_questions,false,false
qtx-0990,meta,3,3 способов переформулировать «это правильно?» в «что делать».,"Назови 3 способов переформулировать «это правильно?» в «что делать». | Вспомни, 3 способов переформулировать «это правильно?» в «что делать».",задано слишком рано | задано на бегу | с упрёком,"Заметь форму вопроса не меньше, чем его содержание.",developmental,generative,meta_questions,false,false
qtx-0991,meta,5,"5 форматов, которые превращают вопрос в практику.","Назови 5 форматов, которые превращают вопрос в практику. | Вспомни, 5 форматов, которые превращают вопрос в практику.",задано на бегу | задано слишком рано | с упрёком,"Заметь форму вопроса не меньше, чем его содержание.",advanced,evaluative,meta_questions,false,false
qtx-0992,meta,3,"3 признаков, что вопрос звучит острым.","Назови 3 признаков, что вопрос звучит острым. | Вспомни, 3 признаков, что вопрос звучит острым.",с любовью | с упрёком | задано слишком рано,"Заметь форму вопроса не меньше, чем его содержание.",developmental,evaluative,meta_questions,false,false
qtx-0993,meta,3,3 способов переформулировать «сколько это стоит» в «что делать».,"Назови 3 способов переформулировать «сколько это стоит» в «что делать». | Вспомни, 3 способов переформулировать «сколько это стоит» в «что делать».",задано слишком рано | задано на бегу | с упрёком,"Заметь форму вопроса не меньше, чем его содержание.",developmental,generative,meta_questions,false,false
qtx-0994,meta,5,5 способов переформулировать «это правильно?» в «что это даёт».,"Назови 5 способов переформулировать «это правильно?» в «что это даёт». | Вспомни, 5 способов переформулировать «это правильно?» в «что это даёт».",с упрёком | с любовью | задано на бегу,"Заметь форму вопроса не меньше, чем его содержание.",developmental,generative,meta_questions,false,false
qtx-0995,meta,7,"7 признаков, что вопрос задан из любопытства.","Назови 7 признаков, что вопрос задан из любопытства. | Вспомни, 7 признаков, что вопрос задан из любопытства.",задано слишком рано | с любовью | задано на бегу,"Заметь форму вопроса не меньше, чем его содержание.",developmental,evaluative,meta_questions,false,false
qtx-0996,meta,7,"7 признаков, что вопрос задан не тому человеку.","Назови 7 признаков, что вопрос задан не тому человеку. | Вспомни, 7 признаков, что вопрос задан не тому человеку.",задано слишком рано | с любовью | с упрёком,"Заметь форму вопроса не меньше, чем его содержание.",developmental,evaluative,meta_questions,false,false
qtx-0997,meta,5,"5 различий о вопросах, которые редко задают.","Назови 5 различий о вопросах, которые редко задают. | Вспомни, 5 различий о вопросах, которые редко задают.",с упрёком | задано слишком рано | с любовью,"Заметь форму вопроса не меньше, чем его содержание.",advanced,meta_generative,meta_questions,false,false
qtx-0998,meta,3,3 способов переформулировать «почему» в «чему это служит».,"Назови 3 способов переформулировать «почему» в «чему это служит». | Вспомни, 3 способов переформулировать «почему» в «чему это служит».",задано слишком рано | с любовью | с упрёком,"Заметь форму вопроса не меньше, чем его содержание.",developmental,generative,meta_questions,false,false
qtx-0999,meta,5,"5 вопросов, которые задают сами себя в конце практики.","Назови 5 вопросов, которые задают сами себя в конце практики. | Вспомни, 5 вопросов, которые задают сами себя в конце практики.",с любовью | задано слишком рано | задано на бегу,"Заметь форму вопроса не меньше, чем его содержание.",advanced,meta_generative,meta_questions,false,false
qtx-1000,meta,5,5 способов переформулировать «это правильно?» в «чему это служит».,"Назови 5 способов переформулировать «это правильно?» в «чему это служит». | Вспомни, 5 способов переформулировать «это правильно?» в «чему это служит».",задано на бегу | задано слишком рано | с любовью,"Заметь форму вопроса не меньше, чем его содержание.",developmental,generative,meta_questions,false,false
qtx-1001,meta,5,"5 вопросов, которые ребёнок задал бы разговору.","Назови 5 вопросов, которые ребёнок задал бы разговору. | Вспомни, 5 вопросов, которые ребёнок задал бы разговору.",задано на бегу | с любовью | задано слишком рано,"Заметь форму вопроса не меньше, чем его содержание.",advanced,meta_generative,meta_questions,false,false
qtx-1002,meta,7,"7 способов задать вопрос так, чтобы на него хотелось ответить.","Назови 7 способов задать вопрос так, чтобы на него хотелось ответить. | Вспомни, 7 способов задать вопрос так, чтобы на него хотелось ответить.",с любовью | задано на бегу | с упрёком,"Заметь форму вопроса не меньше, чем его содержание.",developmental,generative,meta_questions,false,false
qtx-1003,meta,7,"7 вопросов, которые сужают или блокируют мышление.","Назови 7 вопросов, которые сужают или блокируют мышление. | Вспомни, 7 вопросов, которые сужают или блокируют мышление.",с любовью | задано на бегу | задано слишком рано,"Заметь форму вопроса не меньше, чем его содержание.",developmental,classifying,meta_questions,false,false
qtx-1004,meta,5,5 способов переформулировать «это правильно?» в «что».,"Назови 5 способов переформулировать «это правильно?» в «что». | Вспомни, 5 способов переформулировать «это правильно?» в «что».",задано слишком рано | с упрёком | задано на бегу,"Заметь форму вопроса не меньше, чем его содержание.",developmental,generative,meta_questions,false,false
qtx-1005,meta,3,"3 критериев, по которым я узнаю «настоящий» вопрос — а не социальный.","Назови 3 критериев, по которым я узнаю «настоящий» вопрос — а не социальный. | Вспомни, 3 критериев, по которым я узнаю «настоящий» вопрос — а не социальный.",задано на бегу | с упрёком | с любовью,"Заметь форму вопроса не меньше, чем его содержание.",advanced,evaluative,meta_questions,false,false
qtx-1006,meta,7,"7 признаков, что вопрос задан ради давления.","Назови 7 признаков, что вопрос задан ради давления. | Вспомни, 7 признаков, что вопрос задан ради давления.",с любовью | задано слишком рано | задано на бегу,"Заметь форму вопроса не меньше, чем его содержание.",developmental,evaluative,meta_questions,false,false
qtx-1007,meta,7,"7 интонаций, по которым я отличаю «искренний» вопрос от «риторического».","Назови 7 интонаций, по которым я отличаю «искренний» вопрос от «риторического». | Вспомни, 7 интонаций, по которым я отличаю «искренний» вопрос от «риторического».",задано слишком рано | задано на бегу | с упрёком,"Заметь форму вопроса не меньше, чем его содержание.",advanced,evaluative,meta_questions,false,false
qtx-1008,meta,3,"3 вопросов, которые ребёнок задал бы ответу.","Назови 3 вопросов, которые ребёнок задал бы ответу. | Вспомни, 3 вопросов, которые ребёнок задал бы ответу.",задано на бегу | задано слишком рано | с любовью,"Заметь форму вопроса не меньше, чем его содержание.",advanced,meta_generative,meta_questions,false,false
qtx-1009,meta,5,"5 признаков, что вопрос задан ради вежливости.","Назови 5 признаков, что вопрос задан ради вежливости. | Вспомни, 5 признаков, что вопрос задан ради вежливости.",задано слишком рано | с упрёком | задано на бегу,"Заметь форму вопроса не меньше, чем его содержание.",developmental,evaluative,meta_questions,false,false
qtx-1010,meta,5,"5 признаков, по которым я узнаю «настоящий» вопрос — а не социальный.","Назови 5 признаков, по которым я узнаю «настоящий» вопрос — а не социальный. | Вспомни, 5 признаков, по которым я узнаю «настоящий» вопрос — а не социальный.",задано на бегу | с упрёком | с любовью,"Заметь форму вопроса не меньше, чем его содержание.",advanced,evaluative,meta_questions,false,false
qtx-1011,meta,5,"5 вопросов, которые ребёнок задал бы вопросу.","Назови 5 вопросов, которые ребёнок задал бы вопросу. | Вспомни, 5 вопросов, которые ребёнок задал бы вопросу.",с любовью | с упрёком | задано слишком рано,"Заметь форму вопроса не меньше, чем его содержание.",advanced,meta_generative,meta_questions,false,false
qtx-1012,meta,5,"5 сигналов, по которым я узнаю «настоящий» вопрос — а не социальный.","Назови 5 сигналов, по которым я узнаю «настоящий» вопрос — а не социальный. | Вспомни, 5 сигналов, по которым я узнаю «настоящий» вопрос — а не социальный.",с любовью | с упрёком | задано слишком рано,"Заметь форму вопроса не меньше, чем его содержание.",advanced,evaluative,meta_questions,false,false
qtx-1013,meta,3,"3 вопросов, которые становятся другими, если задать их ребёнку.","Назови 3 вопросов, которые становятся другими, если задать их ребёнку. | Вспомни, 3 вопросов, которые становятся другими, если задать их ребёнку.",задано слишком рано | с упрёком | с любовью,"Заметь форму вопроса не меньше, чем его содержание.",advanced,analytical,meta_questions,false,false
qtx-1014,meta,3,"3 признаков, что вопрос задан из страха.","Назови 3 признаков, что вопрос задан из страха. | Вспомни, 3 признаков, что вопрос задан из страха.",задано на бегу | с любовью | с упрёком,"Заметь форму вопроса не меньше, чем его содержание.",developmental,evaluative,meta_questions,false,false
qtx-1015,meta,5,"5 сигналов, по которым я отличаю «искренний» вопрос от «риторического».","Назови 5 сигналов, по которым я отличаю «искренний» вопрос от «риторического». | Вспомни, 5 сигналов, по которым я отличаю «искренний» вопрос от «риторического».",с любовью | задано слишком рано | задано на бегу,"Заметь форму вопроса не меньше, чем его содержание.",advanced,evaluative,meta_questions,false,false
qtx-1016,meta,7,"7 вопросов, после которых полезно молчание.","Назови 7 вопросов, после которых полезно молчание. | Вспомни, 7 вопросов, после которых полезно молчание.",с упрёком | с любовью | задано слишком рано,"Заметь форму вопроса не меньше, чем его содержание.",advanced,meta_generative,meta_questions,false,false
qtx-1017,meta,5,"5 признаков, что вопрос звучит бережно.","Назови 5 признаков, что вопрос звучит бережно. | Вспомни, 5 признаков, что вопрос звучит бережно.",задано слишком рано | с упрёком | задано на бегу,"Заметь форму вопроса не меньше, чем его содержание.",developmental,evaluative,meta_questions,false,false
qtx-1018,meta,7,"7 паузы, которые превращают вопрос в практику.","Назови 7 паузы, которые превращают вопрос в практику. | Вспомни, 7 паузы, которые превращают вопрос в практику.",с любовью | задано на бегу | с упрёком,"Заметь форму вопроса не меньше, чем его содержание.",advanced,evaluative,meta_questions,false,false
qtx-1019,meta,3,"3 признаков, которые превращают вопрос в практику.","Назови 3 признаков, которые превращают вопрос в практику. | Вспомни, 3 признаков, которые превращают вопрос в практику.",с любовью | задано слишком рано | задано на бегу,"Заметь форму вопроса не меньше, чем его содержание.",advanced,evaluative,meta_questions,false,false
qtx-1020,meta,5,"5 признаков, по которым я узнаю, что вопрос «работает» во мне.","Назови 5 признаков, по которым я узнаю, что вопрос «работает» во мне. | Вспомни, 5 признаков, по которым я узнаю, что вопрос «работает» во мне.",задано слишком рано | с упрёком | с любовью,"Заметь форму вопроса не меньше, чем его содержание.",advanced,evaluative,meta_questions,false,false
qtx-1021,meta,3,"3 признаков, что вопрос задан слишком рано.","Назови 3 признаков, что вопрос задан слишком рано. | Вспомни, 3 признаков, что вопрос задан слишком рано.",с упрёком | задано слишком рано | с любовью,"Заметь форму вопроса не меньше, чем его содержание.",developmental,evaluative,meta_questions,false,false
qtx-1022,meta,5,"5 вопросов, которые становятся другими, если задать их по-английски.","Назови 5 вопросов, которые становятся другими, если задать их по-английски. | Вспомни, 5 вопросов, которые становятся другими, если задать их по-английски.",с любовью | задано слишком рано | с упрёком,"Заметь форму вопроса не меньше, чем его содержание.",advanced,analytical,meta_questions,false,false
qtx-1023,meta,3,"3 пауз, по которым я отличаю «искренний» вопрос от «риторического».","Назови 3 пауз, по которым я отличаю «искренний» вопрос от «риторического». | Вспомни, 3 пауз, по которым я отличаю «искренний» вопрос от «риторического».",задано на бегу | с любовью | задано слишком рано,"Заметь форму вопроса не меньше, чем его содержание.",advanced,evaluative,meta_questions,false,false
qtx-1024,meta,5,"5 признаков, что вопрос задан не в той форме.","Назови 5 признаков, что вопрос задан не в той форме. | Вспомни, 5 признаков, что вопрос задан не в той форме.",с любовью | задано слишком рано | с упрёком,"Заметь форму вопроса не меньше, чем его содержание.",developmental,evaluative,meta_questions,false,false
qtx-1025,meta,3,"3 вопросов, которые звучат лучше, если задать их без вопросительной интонации.","Назови 3 вопросов, которые звучат лучше, если задать их без вопросительной интонации. | Вспомни, 3 вопросов, которые звучат лучше, если задать их без вопросительной интонации.",задано на бегу | с любовью | с упрёком,"Заметь форму вопроса не меньше, чем его содержание.",advanced,analytical,meta_questions,false,false
qtx-1026,meta,5,5 способов переформулировать «кто виноват» в «что».,"Назови 5 способов переформулировать «кто виноват» в «что». | Вспомни, 5 способов переформулировать «кто виноват» в «что».",задано слишком рано | с упрёком | с любовью,"Заметь форму вопроса не меньше, чем его содержание.",developmental,generative,meta_questions,false,false
qtx-1027,meta,7,"7 вопросов, которые расширяют мышление.","Назови 7 вопросов, которые расширяют мышление. | Вспомни, 7 вопросов, которые расширяют мышление.",с упрёком | задано слишком рано | задано на бегу,"Заметь форму вопроса не меньше, чем его содержание.",developmental,classifying,meta_questions,false,false
qtx-1028,meta,7,"7 вопросов, которые становятся другими, если задать их по-русски.","Назови 7 вопросов, которые становятся другими, если задать их по-русски. | Вспомни, 7 вопросов, которые становятся другими, если задать их по-русски.",задано слишком рано | с упрёком | задано на бегу,"Заметь форму вопроса не меньше, чем его содержание.",advanced,analytical,meta_questions,false,false
qtx-1029,meta,3,"3 вопросов, которые становятся другими, если задать их вслух.","Назови 3 вопросов, которые становятся другими, если задать их вслух. | Вспомни, 3 вопросов, которые становятся другими, если задать их вслух.",с любовью | задано на бегу | с упрёком,"Заметь форму вопроса не меньше, чем его содержание.",advanced,analytical,meta_questions,false,false
qtx-1030,meta,7,7 способов переформулировать «сколько это стоит» в «что».,"Назови 7 способов переформулировать «сколько это стоит» в «что». | Вспомни, 7 способов переформулировать «сколько это стоит» в «что».",задано слишком рано | с любовью | с упрёком,"Заметь форму вопроса не меньше, чем его содержание.",developmental,generative,meta_questions,false,false
qtx-1031,meta,7,"7 признаков, что вопрос звучит хитро.","Назови 7 признаков, что вопрос звучит хитро. | Вспомни, 7 признаков, что вопрос звучит хитро.",задано на бегу | с упрёком | с любовью,"Заметь форму вопроса не меньше, чем его содержание.",developmental,evaluative,meta_questions,false,false
qtx-1032,meta,5,"5 вопросов о вопросах, которые редко задают.","Назови 5 вопросов о вопросах, которые редко задают. | Вспомни, 5 вопросов о вопросах, которые редко задают.",задано на бегу | задано слишком рано | с упрёком,"Заметь форму вопроса не меньше, чем его содержание.",advanced,meta_generative,meta_questions,false,false
qtx-1033,meta,7,7 способов переформулировать «почему» в «что делать».,"Назови 7 способов переформулировать «почему» в «что делать». | Вспомни, 7 способов переформулировать «почему» в «что делать».",с любовью | задано слишком рано | задано на бегу,"Заметь форму вопроса не меньше, чем его содержание.",developmental,generative,meta_questions,false,false
qtx-1034,meta,7,"7 повторений, которые превращают вопрос в практику.","Назови 7 повторений, которые превращают вопрос в практику. | Вспомни, 7 повторений, которые превращают вопрос в практику.",задано на бегу | с упрёком | с любовью,"Заметь форму вопроса не меньше, чем его содержание.",advanced,evaluative,meta_questions,false,false
qtx-1035,meta,3,"3 признаков, что вопрос звучит честно.","Назови 3 признаков, что вопрос звучит честно. | Вспомни, 3 признаков, что вопрос звучит честно.",с любовью | задано слишком рано | с упрёком,"Заметь форму вопроса не меньше, чем его содержание.",developmental,evaluative,meta_questions,false,false
qtx-1036,meta,3,"3 наблюдений о вопросах, которые редко задают.","Назови 3 наблюдений о вопросах, которые редко задают. | Вспомни, 3 наблюдений о вопросах, которые редко задают.",задано слишком рано | задано на бегу | с упрёком,"Заметь форму вопроса не меньше, чем его содержание.",advanced,meta_generative,meta_questions,false,false
qtx-1037,meta,3,"3 признаков, что вопрос задан слишком поздно.","Назови 3 признаков, что вопрос задан слишком поздно. | Вспомни, 3 признаков, что вопрос задан слишком поздно.",с упрёком | задано слишком рано | задано на бегу,"Заметь форму вопроса не меньше, чем его содержание.",developmental,evaluative,meta_questions,false,false
qtx-1038,meta,3,"3 сдвигов внимания, по которым я узнаю, что вопрос «работает» во мне.","Назови 3 сдвигов внимания, по которым я узнаю, что вопрос «работает» во мне. | Вспомни, 3 сдвигов внимания, по которым я узнаю, что вопрос «работает» во мне.",задано слишком рано | задано на бегу | с любовью,"Заметь форму вопроса не меньше, чем его содержание.",advanced,evaluative,meta_questions,false,false
qtx-1039,meta,7,"7 «маскирующихся» вопросов, которые на деле — утверждения.","Назови 7 «маскирующихся» вопросов, которые на деле — утверждения. | Вспомни, 7 «маскирующихся» вопросов, которые на деле — утверждения.",задано слишком рано | с упрёком | с любовью,"Заметь форму вопроса не меньше, чем его содержание.",advanced,analytical,meta_questions,false,false
qtx-1040,meta,3,"3 признаков, что вопрос звучит по-домашнему.","Назови 3 признаков, что вопрос звучит по-домашнему. | Вспомни, 3 признаков, что вопрос звучит по-домашнему.",с упрёком | с любовью | задано слишком рано,"Заметь форму вопроса не меньше, чем его содержание.",developmental,evaluative,meta_questions,false,false
qtx-1041,meta,3,"3 признаков, что вопрос звучит детски.","Назови 3 признаков, что вопрос звучит детски. | Вспомни, 3 признаков, что вопрос звучит детски.",задано слишком рано | задано на бегу | с упрёком,"Заметь форму вопроса не меньше, чем его содержание.",developmental,evaluative,meta_questions,false,false
qtx-1042,meta,3,"3 ритмов, которые превращают вопрос в практику.","Назови 3 ритмов, которые превращают вопрос в практику. | Вспомни, 3 ритмов, которые превращают вопрос в практику.",с упрёком | задано слишком рано | задано на бегу,"Заметь форму вопроса не меньше, чем его содержание.",advanced,evaluative,meta_questions,false,false
qtx-1043,meta,5,"5 признаков, что вопрос звучит формально.","Назови 5 признаков, что вопрос звучит формально. | Вспомни, 5 признаков, что вопрос звучит формально.",задано слишком рано | задано на бегу | с любовью,"Заметь форму вопроса не меньше, чем его содержание.",developmental,evaluative,meta_questions,false,false
qtx-1044,meta,5,"5 вопросов, которые задают тишина, пауза и взгляд.","Назови 5 вопросов, которые задают тишина, пауза и взгляд. | Вспомни, 5 вопросов, которые задают тишина, пауза и взгляд.",задано слишком рано | с любовью | задано на бегу,"Заметь форму вопроса не меньше, чем его содержание.",advanced,meta_generative,meta_questions,false,false
qtx-1045,meta,7,"7 вопросов, которые ребёнок задал бы молчанию.","Назови 7 вопросов, которые ребёнок задал бы молчанию. | Вспомни, 7 вопросов, которые ребёнок задал бы молчанию.",с любовью | задано слишком рано | с упрёком,"Заметь форму вопроса не меньше, чем его содержание.",advanced,meta_generative,meta_questions,false,false
qtx-1046,meta,3,"3 вопросов, которые становятся другими, если задать их врачу.","Назови 3 вопросов, которые становятся другими, если задать их врачу. | Вспомни, 3 вопросов, которые становятся другими, если задать их врачу.",задано слишком рано | с упрёком | задано на бегу,"Заметь форму вопроса не меньше, чем его содержание.",advanced,analytical,meta_questions,false,false
qtx-1047,meta,3,"3 ощущений, по которым я узнаю «настоящий» вопрос — а не социальный.","Назови 3 ощущений, по которым я узнаю «настоящий» вопрос — а не социальный. | Вспомни, 3 ощущений, по которым я узнаю «настоящий» вопрос — а не социальный.",задано на бегу | с любовью | с упрёком,"Заметь форму вопроса не меньше, чем его содержание.",advanced,evaluative,meta_questions,false,false
qtx-1048,meta,3,3 способов переформулировать «кто виноват» в «чему это служит».,"Назови 3 способов переформулировать «кто виноват» в «чему это служит». | Вспомни, 3 способов переформулировать «кто виноват» в «чему это служит».",с упрёком | задано слишком рано | задано на бегу,"Заметь форму вопроса не меньше, чем его содержание.",developmental,generative,meta_questions,false,false
